side,agent_name,scope,power,n_samples,mean_sos,win_rate,most_sc_rate,survived_rate,defeated_rate,win_count,most_sc_count,survived_count,defeated_count,c1_total,c2_total,c3_total,c4_total,c1_avg_per_sample,c2_avg_per_sample,c3_avg_per_sample,c4_avg_per_sample,support_success_total,support_total_total,support_success_ratio
self,consistent,per_power,AUSTRIA,10,0.128609,0.100000,0.100000,0.100000,0.700000,1,1,1,7,0,1,0,0,0.000000,0.100000,0.000000,0.000000,191,319,0.598746
self,consistent,per_power,ENGLAND,10,0.191118,0.100000,0.100000,0.500000,0.300000,1,1,5,3,0,1,0,0,0.000000,0.100000,0.000000,0.000000,326,480,0.679167
self,consistent,per_power,FRANCE,10,0.602206,0.600000,0.000000,0.100000,0.300000,6,0,1,3,1,4,1,0,0.100000,0.400000,0.100000,0.000000,275,444,0.619369
self,consistent,per_power,GERMANY,10,0.600600,0.500000,0.200000,0.100000,0.200000,5,2,1,2,0,6,0,0,0.000000,0.600000,0.000000,0.000000,462,870,0.531034
self,consistent,per_power,ITALY,10,0.607853,0.500000,0.200000,0.100000,0.200000,5,2,1,2,1,6,0,0,0.100000,0.600000,0.000000,0.000000,402,616,0.652597
self,consistent,per_power,RUSSIA,10,0.415177,0.300000,0.200000,0.300000,0.200000,3,2,3,2,3,4,0,0,0.300000,0.400000,0.000000,0.000000,315,575,0.547826
self,consistent,per_power,TURKEY,10,0.275224,0.100000,0.200000,0.300000,0.400000,1,2,3,4,0,6,1,0,0.000000,0.600000,0.100000,0.000000,293,451,0.649667
opponent,dipnet,per_power,AUSTRIA,60,0.052190,0.000000,0.066667,0.133333,0.800000,0,4,8,48,68,134,27,1,1.133333,2.233333,0.450000,0.016667,1210,2502,0.483613
opponent,dipnet,per_power,ENGLAND,60,0.044442,0.016667,0.033333,0.133333,0.816667,1,2,8,49,12,66,17,2,0.200000,1.100000,0.283333,0.033333,1104,2002,0.551449
opponent,dipnet,per_power,FRANCE,60,0.302199,0.183333,0.166667,0.283333,0.366667,11,10,17,22,34,68,40,3,0.566667,1.133333,0.666667,0.050000,2237,4788,0.467210
opponent,dipnet,per_power,GERMANY,60,0.084925,0.000000,0.100000,0.250000,0.650000,0,6,15,39,26,104,60,5,0.433333,1.733333,1.000000,0.083333,1635,3253,0.502613
opponent,dipnet,per_power,ITALY,60,0.121160,0.033333,0.083333,0.350000,0.533333,2,5,21,32,62,137,18,6,1.033333,2.283333,0.300000,0.100000,1842,3288,0.560219
opponent,dipnet,per_power,RUSSIA,60,0.042762,0.000000,0.016667,0.316667,0.666667,0,1,19,40,17,78,24,4,0.283333,1.300000,0.400000,0.066667,1413,3641,0.388080
opponent,dipnet,per_power,TURKEY,60,0.048857,0.016667,0.016667,0.250000,0.716667,1,1,15,43,12,63,27,1,0.200000,1.050000,0.450000,0.016667,1251,2607,0.479862
self,consistent,overall,OVERALL,70,0.402970,0.314286,0.142857,0.214286,0.328571,22,10,15,23,5,28,2,0,0.071429,0.400000,0.028571,0.000000,2264,3755,0.602929
opponent,dipnet,overall,OVERALL,420,0.099505,0.035714,0.069048,0.245238,0.650000,15,29,103,273,231,650,213,22,0.550000,1.547619,0.507143,0.052381,10692,22081,0.484217
