side,agent_name,scope,power,n_samples,mean_sos,win_rate,most_sc_rate,survived_rate,defeated_rate,win_count,most_sc_count,survived_count,defeated_count,c1_total,c2_total,c3_total,c4_total,c1_avg_per_sample,c2_avg_per_sample,c3_avg_per_sample,c4_avg_per_sample,support_success_total,support_total_total,support_success_ratio
mixed,consistent,overall,OVERALL,70,0.218809,0.185714,0.028571,0.157143,0.628571,13,2,11,44,1,19,1,0,0.014286,0.271429,0.014286,0.000000,1818,2789,0.651847
mixed,consistent,per_power,AUSTRIA,10,0.101399,0.100000,0.000000,0.100000,0.800000,1,0,1,8,0,1,1,0,0.000000,0.100000,0.100000,0.000000,208,382,0.544503
mixed,consistent,per_power,ENGLAND,10,0.004806,0.000000,0.000000,0.200000,0.800000,0,0,2,8,0,0,0,0,0.000000,0.000000,0.000000,0.000000,154,200,0.770000
mixed,consistent,per_power,FRANCE,10,0.156158,0.100000,0.000000,0.300000,0.600000,1,0,3,6,0,4,0,0,0.000000,0.400000,0.000000,0.000000,334,493,0.677485
mixed,consistent,per_power,GERMANY,10,0.644677,0.500000,0.200000,0.100000,0.200000,5,2,1,2,0,10,0,0,0.000000,1.000000,0.000000,0.000000,385,541,0.711645
mixed,consistent,per_power,ITALY,10,0.115409,0.100000,0.000000,0.100000,0.800000,1,0,1,8,1,2,0,0,0.100000,0.200000,0.000000,0.000000,264,399,0.661654
mixed,consistent,per_power,RUSSIA,10,0.209217,0.200000,0.000000,0.300000,0.500000,2,0,3,5,0,0,0,0,0.000000,0.000000,0.000000,0.000000,209,397,0.526448
mixed,consistent,per_power,TURKEY,10,0.300000,0.300000,0.000000,0.000000,0.700000,3,0,0,7,0,2,0,0,0.000000,0.200000,0.000000,0.000000,264,377,0.700265
mixed,cicero_nopress,overall,OVERALL,70,0.223732,0.185714,0.042857,0.100000,0.671429,13,3,7,47,14,74,26,2,0.200000,1.057143,0.371429,0.028571,2116,3294,0.642380
mixed,cicero_nopress,per_power,AUSTRIA,10,0.200000,0.200000,0.000000,0.000000,0.800000,2,0,0,8,2,14,1,0,0.200000,1.400000,0.100000,0.000000,246,370,0.664865
mixed,cicero_nopress,per_power,ENGLAND,10,0.000000,0.000000,0.000000,0.000000,1.000000,0,0,0,10,0,6,3,0,0.000000,0.600000,0.300000,0.000000,133,181,0.734807
mixed,cicero_nopress,per_power,FRANCE,10,0.252812,0.200000,0.100000,0.000000,0.700000,2,1,0,7,2,5,5,0,0.200000,0.500000,0.500000,0.000000,382,528,0.723485
mixed,cicero_nopress,per_power,GERMANY,10,0.557381,0.500000,0.000000,0.200000,0.300000,5,0,2,3,3,19,4,0,0.300000,1.900000,0.400000,0.000000,497,725,0.685517
mixed,cicero_nopress,per_power,ITALY,10,0.319652,0.200000,0.200000,0.200000,0.400000,2,2,2,4,1,9,4,0,0.100000,0.900000,0.400000,0.000000,347,479,0.724426
mixed,cicero_nopress,per_power,RUSSIA,10,0.220126,0.200000,0.000000,0.100000,0.700000,2,0,1,7,2,12,2,2,0.200000,1.200000,0.200000,0.200000,277,555,0.499099
mixed,cicero_nopress,per_power,TURKEY,10,0.016154,0.000000,0.000000,0.200000,0.800000,0,0,2,8,4,9,7,0,0.400000,0.900000,0.700000,0.000000,234,456,0.513158
mixed,dipnet,overall,OVERALL,70,0.016413,0.000000,0.014286,0.100000,0.885714,0,1,7,62,30,72,24,1,0.428571,1.028571,0.342857,0.014286,1138,2317,0.491152
mixed,dipnet,per_power,AUSTRIA,10,0.000000,0.000000,0.000000,0.000000,1.000000,0,0,0,10,1,10,2,0,0.100000,1.000000,0.200000,0.000000,118,216,0.546296
mixed,dipnet,per_power,ENGLAND,10,0.000000,0.000000,0.000000,0.000000,1.000000,0,0,0,10,3,7,1,0,0.300000,0.700000,0.100000,0.000000,119,221,0.538462
mixed,dipnet,per_power,FRANCE,10,0.084659,0.000000,0.100000,0.200000,0.700000,0,1,2,7,7,15,10,0,0.700000,1.500000,1.000000,0.000000,279,643,0.433904
mixed,dipnet,per_power,GERMANY,10,0.000000,0.000000,0.000000,0.000000,1.000000,0,0,0,10,6,13,4,1,0.600000,1.300000,0.400000,0.100000,167,292,0.571918
mixed,dipnet,per_power,ITALY,10,0.005204,0.000000,0.000000,0.200000,0.800000,0,0,2,8,12,12,3,0,1.200000,1.200000,0.300000,0.000000,219,366,0.598361
mixed,dipnet,per_power,RUSSIA,10,0.000247,0.000000,0.000000,0.100000,0.900000,0,0,1,9,0,5,2,0,0.000000,0.500000,0.200000,0.000000,100,264,0.378788
mixed,dipnet,per_power,TURKEY,10,0.024782,0.000000,0.000000,0.200000,0.800000,0,0,2,8,1,10,2,0,0.100000,1.000000,0.200000,0.000000,136,315,0.431746
mixed,searchbot,overall,OVERALL,70,0.112474,0.071429,0.042857,0.100000,0.785714,5,3,7,55,55,139,47,14,0.785714,1.985714,0.671429,0.200000,1992,3274,0.608430
mixed,searchbot,per_power,AUSTRIA,10,0.097067,0.000000,0.100000,0.200000,0.700000,0,1,2,7,6,18,8,0,0.600000,1.800000,0.800000,0.000000,224,415,0.539759
mixed,searchbot,per_power,ENGLAND,10,0.100000,0.100000,0.000000,0.000000,0.900000,1,0,0,9,8,13,2,5,0.800000,1.300000,0.200000,0.500000,145,255,0.568627
mixed,searchbot,per_power,FRANCE,10,0.300248,0.300000,0.000000,0.100000,0.600000,3,0,1,6,12,23,10,0,1.200000,2.300000,1.000000,0.000000,374,568,0.658451
mixed,searchbot,per_power,GERMANY,10,0.157133,0.100000,0.000000,0.200000,0.700000,1,0,2,7,14,27,13,5,1.400000,2.700000,1.300000,0.500000,369,602,0.612957
mixed,searchbot,per_power,ITALY,10,0.064476,0.000000,0.100000,0.100000,0.800000,0,1,1,8,5,10,10,2,0.500000,1.000000,1.000000,0.200000,305,436,0.699541
mixed,searchbot,per_power,RUSSIA,10,0.003419,0.000000,0.000000,0.100000,0.900000,0,0,1,9,3,21,4,1,0.300000,2.100000,0.400000,0.100000,186,345,0.539130
mixed,searchbot,per_power,TURKEY,10,0.064975,0.000000,0.100000,0.000000,0.900000,0,1,0,9,7,27,0,1,0.700000,2.700000,0.000000,0.100000,389,653,0.595712
