side,agent_name,scope,power,n_samples,mean_sos,win_rate,most_sc_rate,survived_rate,defeated_rate,win_count,most_sc_count,survived_count,defeated_count,c1_total,c2_total,c3_total,c4_total,c1_avg_per_sample,c2_avg_per_sample,c3_avg_per_sample,c4_avg_per_sample,support_success_total,support_total_total,support_success_ratio
self,consistent,per_power,AUSTRIA,5,0.029643,0.000000,0.000000,0.400000,0.600000,0,0,2,3,0,1,0,0,0.000000,0.200000,0.000000,0.000000,73,183,0.398907
self,consistent,per_power,ENGLAND,5,0.104321,0.000000,0.200000,0.000000,0.800000,0,1,0,4,0,1,0,0,0.000000,0.200000,0.000000,0.000000,116,158,0.734177
self,consistent,per_power,FRANCE,5,0.643470,0.400000,0.400000,0.000000,0.200000,2,2,0,1,0,3,0,0,0.000000,0.600000,0.000000,0.000000,193,290,0.665517
self,consistent,per_power,GERMANY,5,0.423797,0.200000,0.400000,0.200000,0.200000,1,2,1,1,0,5,1,0,0.000000,1.000000,0.200000,0.000000,199,317,0.627760
self,consistent,per_power,ITALY,5,0.044031,0.000000,0.000000,0.800000,0.200000,0,0,4,1,0,5,0,0,0.000000,1.000000,0.000000,0.000000,156,238,0.655462
self,consistent,per_power,RUSSIA,5,0.472455,0.400000,0.000000,0.200000,0.400000,2,0,1,2,0,3,1,0,0.000000,0.600000,0.200000,0.000000,223,418,0.533493
self,consistent,per_power,TURKEY,5,0.018462,0.000000,0.000000,0.200000,0.800000,0,0,1,4,1,2,0,0,0.200000,0.400000,0.000000,0.000000,99,198,0.500000
opponent,searchbot,per_power,AUSTRIA,30,0.030930,0.000000,0.033333,0.100000,0.866667,0,1,3,26,16,81,15,3,0.533333,2.700000,0.500000,0.100000,522,980,0.532653
opponent,searchbot,per_power,ENGLAND,30,0.054420,0.033333,0.033333,0.133333,0.800000,1,1,4,24,4,41,5,6,0.133333,1.366667,0.166667,0.200000,400,671,0.596125
opponent,searchbot,per_power,FRANCE,30,0.293840,0.166667,0.133333,0.400000,0.300000,5,4,12,9,20,60,21,2,0.666667,2.000000,0.700000,0.066667,1109,1817,0.610347
opponent,searchbot,per_power,GERMANY,30,0.131592,0.033333,0.133333,0.200000,0.633333,1,4,6,19,17,77,14,5,0.566667,2.566667,0.466667,0.166667,843,1560,0.540385
opponent,searchbot,per_power,ITALY,30,0.127547,0.033333,0.033333,0.500000,0.433333,1,1,15,13,52,119,20,2,1.733333,3.966667,0.666667,0.066667,1085,1789,0.606484
opponent,searchbot,per_power,RUSSIA,30,0.122379,0.033333,0.100000,0.266667,0.600000,1,3,8,18,22,84,12,6,0.733333,2.800000,0.400000,0.200000,861,1799,0.478599
opponent,searchbot,per_power,TURKEY,30,0.116594,0.000000,0.066667,0.466667,0.466667,0,2,14,14,22,85,10,5,0.733333,2.833333,0.333333,0.166667,930,1481,0.627954
self,consistent,overall,OVERALL,35,0.248025,0.142857,0.142857,0.257143,0.457143,5,5,9,16,1,20,2,0,0.028571,0.571429,0.057143,0.000000,1059,1802,0.587680
opponent,searchbot,overall,OVERALL,210,0.125329,0.042857,0.076190,0.295238,0.585714,9,16,62,123,153,547,97,29,0.728571,2.604762,0.461905,0.138095,5750,10097,0.569476
