side,agent_name,scope,power,n_samples,mean_sos,win_rate,most_sc_rate,survived_rate,defeated_rate,win_count,most_sc_count,survived_count,defeated_count,c1_total,c2_total,c3_total,c4_total,c1_avg_per_sample,c2_avg_per_sample,c3_avg_per_sample,c4_avg_per_sample,support_success_total,support_total_total,support_success_ratio
self,consistent,per_power,AUSTRIA,10,0.014822,0.000000,0.000000,0.200000,0.800000,0,0,2,8,0,2,0,0,0.000000,0.200000,0.000000,0.000000,137,303,0.452145
self,consistent,per_power,ENGLAND,10,0.090100,0.000000,0.200000,0.200000,0.600000,0,2,2,6,0,4,0,0,0.000000,0.400000,0.000000,0.000000,207,413,0.501211
self,consistent,per_power,FRANCE,10,0.670491,0.500000,0.300000,0.000000,0.200000,5,3,0,2,0,9,1,0,0.000000,0.900000,0.100000,0.000000,373,576,0.647569
self,consistent,per_power,GERMANY,10,0.330080,0.100000,0.400000,0.200000,0.300000,1,4,2,3,0,10,2,0,0.000000,1.000000,0.200000,0.000000,360,617,0.583468
self,consistent,per_power,ITALY,10,0.192599,0.100000,0.100000,0.500000,0.300000,1,1,5,3,0,9,1,0,0.000000,0.900000,0.100000,0.000000,298,453,0.657837
self,consistent,per_power,RUSSIA,10,0.337413,0.300000,0.000000,0.300000,0.400000,3,0,3,4,0,4,2,0,0.000000,0.400000,0.200000,0.000000,405,729,0.555556
self,consistent,per_power,TURKEY,10,0.059231,0.000000,0.100000,0.100000,0.800000,0,1,1,8,1,5,0,0,0.100000,0.500000,0.000000,0.000000,250,429,0.582751
opponent,searchbot,per_power,AUSTRIA,60,0.072159,0.033333,0.050000,0.133333,0.783333,2,3,8,47,27,146,28,10,0.450000,2.433333,0.466667,0.166667,1181,2183,0.540999
opponent,searchbot,per_power,ENGLAND,60,0.032060,0.016667,0.016667,0.166667,0.800000,1,1,10,48,20,94,17,13,0.333333,1.566667,0.283333,0.216667,822,1328,0.618976
opponent,searchbot,per_power,FRANCE,60,0.371719,0.233333,0.166667,0.333333,0.266667,14,10,20,16,57,127,51,3,0.950000,2.116667,0.850000,0.050000,2333,3691,0.632078
opponent,searchbot,per_power,GERMANY,60,0.091046,0.016667,0.083333,0.233333,0.666667,1,5,14,40,32,131,38,13,0.533333,2.183333,0.633333,0.216667,1575,2999,0.525175
opponent,searchbot,per_power,ITALY,60,0.099266,0.016667,0.050000,0.400000,0.533333,1,3,24,32,66,186,26,4,1.100000,3.100000,0.433333,0.066667,1906,3128,0.609335
opponent,searchbot,per_power,RUSSIA,60,0.114188,0.033333,0.100000,0.283333,0.583333,2,6,17,35,42,157,26,11,0.700000,2.616667,0.433333,0.183333,1581,3414,0.463093
opponent,searchbot,per_power,TURKEY,60,0.103773,0.000000,0.066667,0.433333,0.500000,0,4,26,30,46,140,14,7,0.766667,2.333333,0.233333,0.116667,1702,2879,0.591177
self,consistent,overall,OVERALL,70,0.242105,0.142857,0.157143,0.214286,0.485714,10,11,15,34,1,43,6,0,0.014286,0.614286,0.085714,0.000000,2030,3520,0.576705
opponent,searchbot,overall,OVERALL,420,0.126316,0.050000,0.076190,0.283333,0.590476,21,32,119,248,290,981,200,61,0.690476,2.335714,0.476190,0.145238,11100,19622,0.565692
