side,agent_name,scope,power,n_samples,mean_sos,win_rate,most_sc_rate,survived_rate,defeated_rate,win_count,most_sc_count,survived_count,defeated_count,c1_total,c2_total,c3_total,c4_total,c1_avg_per_sample,c2_avg_per_sample,c3_avg_per_sample,c4_avg_per_sample,support_success_total,support_total_total,support_success_ratio
self,consistent,per_power,AUSTRIA,5,0.000000,0.000000,0.000000,0.000000,1.000000,0,0,0,5,0,0,0,0,0.000000,0.000000,0.000000,0.000000,71,128,0.554688
self,consistent,per_power,ENGLAND,5,0.126830,0.000000,0.200000,0.200000,0.600000,0,1,1,3,0,1,0,0,0.000000,0.200000,0.000000,0.000000,166,207,0.801932
self,consistent,per_power,FRANCE,5,0.446966,0.400000,0.000000,0.400000,0.200000,2,0,2,1,0,0,0,0,0.000000,0.000000,0.000000,0.000000,258,350,0.737143
self,consistent,per_power,GERMANY,5,0.063537,0.000000,0.000000,0.400000,0.600000,0,0,2,3,0,2,0,0,0.000000,0.400000,0.000000,0.000000,184,329,0.559271
self,consistent,per_power,ITALY,5,0.175979,0.000000,0.200000,0.200000,0.600000,0,1,1,3,0,1,0,0,0.000000,0.200000,0.000000,0.000000,160,207,0.772947
self,consistent,per_power,RUSSIA,5,0.000000,0.000000,0.000000,0.000000,1.000000,0,0,0,5,0,0,0,0,0.000000,0.000000,0.000000,0.000000,71,131,0.541985
self,consistent,per_power,TURKEY,4,0.023560,0.000000,0.000000,0.250000,0.750000,0,0,1,3,0,0,0,0,0.000000,0.000000,0.000000,0.000000,61,91,0.670330
opponent,cicero_nopress,per_power,AUSTRIA,29,0.203501,0.137931,0.068966,0.137931,0.655172,4,2,4,19,13,58,26,0,0.448276,2.000000,0.896552,0.000000,855,1343,0.636634
opponent,cicero_nopress,per_power,ENGLAND,29,0.061246,0.034483,0.000000,0.206897,0.758621,1,0,6,22,6,36,8,1,0.206897,1.241379,0.275862,0.034483,597,808,0.738861
opponent,cicero_nopress,per_power,FRANCE,29,0.276441,0.103448,0.241379,0.275862,0.379310,3,7,8,11,8,43,46,2,0.275862,1.482759,1.586207,0.068966,1133,1660,0.682530
opponent,cicero_nopress,per_power,GERMANY,29,0.098992,0.034483,0.034483,0.241379,0.689655,1,1,7,20,10,58,38,0,0.344828,2.000000,1.310345,0.000000,950,1419,0.669486
opponent,cicero_nopress,per_power,ITALY,29,0.135818,0.068966,0.068966,0.241379,0.620690,2,2,7,18,15,54,14,0,0.517241,1.862069,0.482759,0.000000,770,1123,0.685663
opponent,cicero_nopress,per_power,RUSSIA,29,0.031352,0.000000,0.000000,0.310345,0.689655,0,0,9,20,3,26,18,1,0.103448,0.896552,0.620690,0.034483,577,1047,0.551098
opponent,cicero_nopress,per_power,TURKEY,30,0.214201,0.100000,0.166667,0.133333,0.600000,3,5,4,18,10,35,17,1,0.333333,1.166667,0.566667,0.033333,801,1226,0.653344
self,consistent,overall,OVERALL,34,0.122376,0.058824,0.058824,0.205882,0.676471,2,2,7,23,0,4,0,0,0.000000,0.117647,0.000000,0.000000,971,1443,0.672904
opponent,cicero_nopress,overall,OVERALL,204,0.146271,0.068627,0.083333,0.220588,0.627451,14,17,45,128,65,310,167,5,0.318627,1.519608,0.818627,0.024510,5683,8626,0.658822
