side,agent_name,scope,power,n_samples,mean_sos,win_rate,most_sc_rate,survived_rate,defeated_rate,win_count,most_sc_count,survived_count,defeated_count,c1_total,c2_total,c3_total,c4_total,c1_avg_per_sample,c2_avg_per_sample,c3_avg_per_sample,c4_avg_per_sample,support_success_total,support_total_total,support_success_ratio
self,consistent,per_power,AUSTRIA,10,0.102679,0.100000,0.000000,0.100000,0.800000,1,0,1,8,1,12,0,0,0.100000,1.200000,0.000000,0.000000,173,255,0.678431
self,consistent,per_power,ENGLAND,10,0.132861,0.100000,0.000000,0.300000,0.600000,1,0,3,6,0,2,0,0,0.000000,0.200000,0.000000,0.000000,135,250,0.540000
self,consistent,per_power,FRANCE,10,0.600000,0.600000,0.000000,0.000000,0.400000,6,0,0,4,0,11,1,0,0.000000,1.100000,0.100000,0.000000,320,493,0.649087
self,consistent,per_power,GERMANY,10,0.320248,0.300000,0.000000,0.100000,0.600000,3,0,1,6,0,8,0,0,0.000000,0.800000,0.000000,0.000000,315,470,0.670213
self,consistent,per_power,ITALY,10,0.012644,0.000000,0.000000,0.200000,0.800000,0,0,2,8,1,3,0,0,0.100000,0.300000,0.000000,0.000000,169,309,0.546926
self,consistent,per_power,RUSSIA,10,0.160142,0.100000,0.000000,0.400000,0.500000,1,0,4,5,0,7,1,0,0.000000,0.700000,0.100000,0.000000,287,541,0.530499
self,consistent,per_power,TURKEY,10,0.238591,0.100000,0.100000,0.300000,0.500000,1,1,3,5,2,6,0,0,0.200000,0.600000,0.000000,0.000000,299,468,0.638889
opponent,searchbot,per_power,AUSTRIA,60,0.081532,0.033333,0.066667,0.083333,0.816667,2,4,5,49,32,124,18,8,0.533333,2.066667,0.300000,0.133333,1213,2311,0.524881
opponent,searchbot,per_power,ENGLAND,60,0.045744,0.016667,0.033333,0.116667,0.833333,1,2,7,50,31,120,15,7,0.516667,2.000000,0.250000,0.116667,843,1427,0.590750
opponent,searchbot,per_power,FRANCE,60,0.357256,0.200000,0.216667,0.316667,0.266667,12,13,19,16,55,183,43,5,0.916667,3.050000,0.716667,0.083333,2190,3607,0.607153
opponent,searchbot,per_power,GERMANY,60,0.080777,0.016667,0.083333,0.266667,0.633333,1,5,16,38,66,192,44,11,1.100000,3.200000,0.733333,0.183333,1575,3017,0.522042
opponent,searchbot,per_power,ITALY,60,0.090741,0.050000,0.033333,0.283333,0.633333,3,2,17,38,70,176,16,8,1.166667,2.933333,0.266667,0.133333,1533,2525,0.607129
opponent,searchbot,per_power,RUSSIA,60,0.133140,0.050000,0.100000,0.266667,0.583333,3,6,16,35,23,125,31,9,0.383333,2.083333,0.516667,0.150000,1859,3542,0.524845
opponent,searchbot,per_power,TURKEY,60,0.116284,0.016667,0.083333,0.250000,0.650000,1,5,15,39,43,126,24,13,0.716667,2.100000,0.400000,0.216667,1643,2685,0.611918
self,consistent,overall,OVERALL,70,0.223881,0.185714,0.014286,0.200000,0.600000,13,1,14,42,4,49,2,0,0.057143,0.700000,0.028571,0.000000,1698,2786,0.609476
opponent,searchbot,overall,OVERALL,420,0.129353,0.054762,0.088095,0.226190,0.630952,23,37,95,265,320,1046,191,61,0.761905,2.490476,0.454762,0.145238,10856,19114,0.567961
