side,agent_name,scope,power,n_samples,mean_sos,win_rate,most_sc_rate,survived_rate,defeated_rate,win_count,most_sc_count,survived_count,defeated_count,c1_total,c2_total,c3_total,c4_total,c1_avg_per_sample,c2_avg_per_sample,c3_avg_per_sample,c4_avg_per_sample,support_success_total,support_total_total,support_success_ratio
self,consistent_docus,per_power,AUSTRIA,5,0.020833,0.000000,0.000000,0.400000,0.600000,0,0,2,3,1,3,0,0,0.200000,0.600000,0.000000,0.000000,118,196,0.602041
self,consistent_docus,per_power,ENGLAND,5,0.092557,0.000000,0.000000,1.000000,0.000000,0,0,5,0,0,0,1,0,0.000000,0.000000,0.200000,0.000000,102,218,0.467890
self,consistent_docus,per_power,FRANCE,5,0.189869,0.000000,0.200000,0.800000,0.000000,0,1,4,0,0,1,0,0,0.000000,0.200000,0.000000,0.000000,151,337,0.448071
self,consistent_docus,per_power,GERMANY,5,0.134492,0.000000,0.200000,0.600000,0.200000,0,1,3,1,0,2,0,0,0.000000,0.400000,0.000000,0.000000,123,226,0.544248
self,consistent_docus,per_power,ITALY,5,0.079985,0.000000,0.000000,1.000000,0.000000,0,0,5,0,0,1,0,0,0.000000,0.200000,0.000000,0.000000,104,228,0.456140
self,consistent_docus,per_power,RUSSIA,5,0.117405,0.000000,0.200000,0.400000,0.400000,0,1,2,2,0,1,0,0,0.000000,0.200000,0.000000,0.000000,146,256,0.570312
self,consistent_docus,per_power,TURKEY,5,0.129802,0.000000,0.000000,0.800000,0.200000,0,0,4,1,0,0,0,0,0.000000,0.000000,0.000000,0.000000,110,223,0.493274
opponent,diplodocus_high,per_power,AUSTRIA,30,0.073887,0.000000,0.033333,0.566667,0.400000,0,1,17,12,13,64,8,1,0.433333,2.133333,0.266667,0.033333,724,1528,0.473822
opponent,diplodocus_high,per_power,ENGLAND,30,0.140348,0.000000,0.233333,0.633333,0.133333,0,7,19,4,9,59,27,0,0.300000,1.966667,0.900000,0.000000,609,1163,0.523646
opponent,diplodocus_high,per_power,FRANCE,30,0.249905,0.000000,0.400000,0.566667,0.033333,0,12,17,1,16,83,24,2,0.533333,2.766667,0.800000,0.066667,866,1778,0.487064
opponent,diplodocus_high,per_power,GERMANY,30,0.104416,0.000000,0.100000,0.766667,0.133333,0,3,23,4,13,110,36,4,0.433333,3.666667,1.200000,0.133333,853,1979,0.431026
opponent,diplodocus_high,per_power,ITALY,30,0.141235,0.000000,0.133333,0.766667,0.100000,0,4,23,3,40,111,17,4,1.333333,3.700000,0.566667,0.133333,819,1537,0.532856
opponent,diplodocus_high,per_power,RUSSIA,30,0.178881,0.000000,0.266667,0.633333,0.100000,0,8,19,3,12,73,14,1,0.400000,2.433333,0.466667,0.033333,876,1932,0.453416
opponent,diplodocus_high,per_power,TURKEY,30,0.150504,0.000000,0.100000,0.766667,0.133333,0,3,23,4,12,84,9,3,0.400000,2.800000,0.300000,0.100000,767,1487,0.515804
self,consistent_docus,overall,OVERALL,35,0.109278,0.000000,0.085714,0.714286,0.200000,0,3,25,7,1,8,1,0,0.028571,0.228571,0.028571,0.000000,854,1684,0.507126
opponent,diplodocus_high,overall,OVERALL,210,0.148454,0.000000,0.180952,0.671429,0.147619,0,38,141,31,115,584,135,15,0.547619,2.780952,0.642857,0.071429,5514,11404,0.483515
