game_id,seed,block_seed,shift,setup,my_power,my_agent,opp_agent,end_reason,final_phase,num_phases,agent_AUSTRIA,agent_ENGLAND,agent_FRANCE,agent_GERMANY,agent_ITALY,agent_RUSSIA,agent_TURKEY,sc_AUSTRIA,sc_ENGLAND,sc_FRANCE,sc_GERMANY,sc_ITALY,sc_RUSSIA,sc_TURKEY,sos_AUSTRIA,sos_ENGLAND,sos_FRANCE,sos_GERMANY,sos_ITALY,sos_RUSSIA,sos_TURKEY,c1_AUSTRIA,c2_AUSTRIA,c3_AUSTRIA,c4_AUSTRIA,c1_ENGLAND,c2_ENGLAND,c3_ENGLAND,c4_ENGLAND,c1_FRANCE,c2_FRANCE,c3_FRANCE,c4_FRANCE,c1_GERMANY,c2_GERMANY,c3_GERMANY,c4_GERMANY,c1_ITALY,c2_ITALY,c3_ITALY,c4_ITALY,c1_RUSSIA,c2_RUSSIA,c3_RUSSIA,c4_RUSSIA,c1_TURKEY,c2_TURKEY,c3_TURKEY,c4_TURKEY,support_success_AUSTRIA,support_total_AUSTRIA,support_success_ENGLAND,support_total_ENGLAND,support_success_FRANCE,support_total_FRANCE,support_success_GERMANY,support_total_GERMANY,support_success_ITALY,support_total_ITALY,support_success_RUSSIA,support_total_RUSSIA,support_success_TURKEY,support_total_TURKEY
run_multi_block0_shift3_seed3_v3,3,0,3,multi,AUSTRIA,consistent,dipnet,solo_18sc_FRANCE,F1909R,41,searchbot,consistent,consistent,searchbot,dipnet,cicero_nopress,dipnet,0,1,19,1,0,13,0,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,4,0,0,4,11,17,23,38,50,11,51,6,7,28,39,7,27
run_multi_block0_shift2_seed2_v3,2,0,2,multi,AUSTRIA,consistent,dipnet,solo_18sc_GERMANY,F1909R,40,cicero_nopress,dipnet,dipnet,cicero_nopress,searchbot,consistent,searchbot,0,0,2,18,1,0,13,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0,1,0,0,0,3,1,0,0,2,2,0,1,2,1,0,1,5,0,1,0,0,0,0,1,4,0,0,14,22,8,15,24,35,38,44,18,32,5,12,40,56
run_multi_block0_shift0_seed0_v3,0,0,0,multi,AUSTRIA,consistent,dipnet,solo_18sc_ITALY,F1913R,60,dipnet,cicero_nopress,cicero_nopress,dipnet,consistent,searchbot,consistent,0,0,15,0,19,0,0,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0,0,0,0,0,0,2,0,1,3,0,0,2,4,0,1,0,4,0,0,4,5,0,0,0,0,0,0,24,74,3,8,59,87,17,24,58,64,48,67,1,4
run_multi_block1_shift0_seed1000_v3,1000,1,0,multi,AUSTRIA,consistent,dipnet,max_phases,F1913M,60,consistent,dipnet,dipnet,searchbot,cicero_nopress,searchbot,consistent,0,0,15,0,11,3,5,0.000000,0.000000,0.592105,0.000000,0.318421,0.023684,0.065789,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,2,0,0,1,2,1,0,0,1,0,0,5,5,7,12,74,88,19,22,51,69,68,94,34,47
run_multi_block1_shift1_seed1001_v3,1001,1,1,multi,AUSTRIA,consistent,dipnet,stop_after_W1913A,W1913A,58,dipnet,cicero_nopress,cicero_nopress,consistent,searchbot,consistent,dipnet,0,0,15,4,0,15,0,0.000000,0.000000,0.482833,0.034335,0.000000,0.482833,0.000000,0,3,0,0,0,1,1,0,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,4,7,9,19,60,75,41,55,23,31,47,71,12,19
run_multi_block1_shift3_seed1003_v3,1003,1,3,multi,AUSTRIA,consistent,dipnet,solo_18sc_FRANCE,F1912R,55,searchbot,consistent,consistent,cicero_nopress,dipnet,cicero_nopress,searchbot,0,0,18,0,4,11,1,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,3,1,0,1,2,0,0,3,8,7,8,60,81,19,42,35,44,51,80,32,52
run_multi_block1_shift2_seed1002_v3,1002,1,2,multi,AUSTRIA,consistent,dipnet,max_phases,F1913M,60,cicero_nopress,searchbot,searchbot,dipnet,consistent,dipnet,cicero_nopress,0,5,11,1,12,3,2,0.000000,0.082237,0.398026,0.003289,0.473684,0.029605,0.013158,0,0,0,0,1,7,0,0,1,5,1,0,0,5,0,0,0,1,0,0,0,1,1,0,0,0,1,1,16,21,30,48,39,65,18,64,58,76,34,62,16,30
run_multi_block0_shift1_seed1_v3,1,0,1,multi,AUSTRIA,consistent,dipnet,stop_after_W1913A,W1913A,59,consistent,searchbot,searchbot,consistent,cicero_nopress,dipnet,cicero_nopress,0,7,5,3,2,0,17,0.000000,0.130319,0.066489,0.023936,0.010638,0.000000,0.768617,0,0,0,0,0,1,1,0,0,0,3,0,0,1,0,0,2,1,1,0,0,2,0,0,0,3,1,0,13,32,37,65,33,35,49,62,36,42,8,27,53,75
run_multi_block2_shift1_seed2001_v3,2001,2,1,multi,AUSTRIA,consistent,dipnet,solo_18sc_ITALY,F1909R,41,searchbot,searchbot,consistent,consistent,cicero_nopress,dipnet,dipnet,0,0,15,0,18,1,0,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,2,2,1,0,0,0,0,20,27,6,6,42,59,9,12,32,36,22,51,2,6
run_multi_block2_shift0_seed2000_v3,2000,2,0,multi,AUSTRIA,consistent,dipnet,solo_18sc_GERMANY,F1912M,54,dipnet,dipnet,searchbot,searchbot,consistent,cicero_nopress,cicero_nopress,0,0,1,19,6,0,8,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0,0,1,0,5,10,0,0,0,4,0,0,1,9,1,0,0,3,0,0,0,3,0,0,1,2,0,0,16,22,23,51,21,33,60,89,42,76,8,19,35,60
run_multi_block2_shift3_seed2003_v3,2003,2,3,multi,AUSTRIA,consistent,dipnet,solo_18sc_TURKEY,F1911R,52,cicero_nopress,cicero_nopress,dipnet,dipnet,searchbot,consistent,consistent,0,3,11,0,0,2,18,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,1,2,1,0,3,3,0,3,5,1,0,2,4,1,0,1,2,0,0,0,0,0,0,0,0,0,0,13,23,20,29,44,71,18,39,7,12,16,27,56,70
run_multi_block2_shift2_seed2002_v3,2002,2,2,multi,AUSTRIA,consistent,dipnet,solo_18sc_GERMANY,F1910R,45,consistent,consistent,cicero_nopress,cicero_nopress,dipnet,searchbot,searchbot,0,0,5,18,3,0,8,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,1,7,0,0,0,0,0,0,1,4,0,0,12,21,16,25,22,33,42,58,18,30,2,3,32,79
run_multi_block3_shift1_seed3001_v3,3001,3,1,multi,AUSTRIA,consistent,dipnet,stop_after_W1913A,W1913A,58,searchbot,consistent,cicero_nopress,consistent,dipnet,dipnet,cicero_nopress,0,11,7,0,0,0,16,0.000000,0.284038,0.115023,0.000000,0.000000,0.000000,0.600939,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,11,26,70,99,50,99,7,19,4,5,16,41,55,71
run_multi_block4_shift0_seed4000_v3,4000,4,0,multi,AUSTRIA,consistent,dipnet,solo_18sc_FRANCE,F1912R,53,searchbot,cicero_nopress,consistent,consistent,dipnet,searchbot,dipnet,0,0,18,0,0,3,13,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,3,0,0,4,5,15,26,72,106,15,21,18,28,57,108,31,75
run_multi_block3_shift2_seed3002_v3,3002,3,2,multi,AUSTRIA,consistent,dipnet,stop_after_W1913A,W1913A,60,consistent,dipnet,searchbot,dipnet,cicero_nopress,cicero_nopress,searchbot,17,12,1,0,1,0,3,0.650901,0.324324,0.002252,0.000000,0.002252,0.000000,0.020270,0,1,0,0,6,5,1,0,3,10,0,0,0,2,1,0,0,0,0,0,0,5,0,0,0,3,1,0,72,90,55,74,20,32,22,35,19,20,10,25,20,37
run_multi_block3_shift0_seed3000_v3,3000,3,0,multi,AUSTRIA,consistent,dipnet,stop_after_W1913A,W1913A,57,cicero_nopress,searchbot,dipnet,searchbot,consistent,consistent,dipnet,9,12,7,0,0,4,2,0.275510,0.489796,0.166667,0.000000,0.000000,0.054422,0.013605,2,3,0,0,0,6,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,76,38,63,38,68,21,36,10,11,42,49,21,66
run_multi_block4_shift1_seed4001_v3,4001,4,1,multi,AUSTRIA,consistent,dipnet,solo_18sc_RUSSIA,F1911M,47,cicero_nopress,dipnet,searchbot,searchbot,consistent,cicero_nopress,consistent,0,0,15,1,0,18,0,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0,0,0,0,1,2,0,0,2,3,1,0,2,4,0,0,0,0,0,0,1,4,1,0,0,0,0,0,9,14,10,17,54,92,14,51,25,33,48,65,11,30
