game_id,seed,block_seed,shift,setup,my_power,my_agent,opp_agent,end_reason,final_phase,num_phases,agent_AUSTRIA,agent_ENGLAND,agent_FRANCE,agent_GERMANY,agent_ITALY,agent_RUSSIA,agent_TURKEY,sc_AUSTRIA,sc_ENGLAND,sc_FRANCE,sc_GERMANY,sc_ITALY,sc_RUSSIA,sc_TURKEY,sos_AUSTRIA,sos_ENGLAND,sos_FRANCE,sos_GERMANY,sos_ITALY,sos_RUSSIA,sos_TURKEY,c1_AUSTRIA,c2_AUSTRIA,c3_AUSTRIA,c4_AUSTRIA,c1_ENGLAND,c2_ENGLAND,c3_ENGLAND,c4_ENGLAND,c1_FRANCE,c2_FRANCE,c3_FRANCE,c4_FRANCE,c1_GERMANY,c2_GERMANY,c3_GERMANY,c4_GERMANY,c1_ITALY,c2_ITALY,c3_ITALY,c4_ITALY,c1_RUSSIA,c2_RUSSIA,c3_RUSSIA,c4_RUSSIA,c1_TURKEY,c2_TURKEY,c3_TURKEY,c4_TURKEY,support_success_AUSTRIA,support_total_AUSTRIA,support_success_ENGLAND,support_total_ENGLAND,support_success_FRANCE,support_total_FRANCE,support_success_GERMANY,support_total_GERMANY,support_success_ITALY,support_total_ITALY,support_success_RUSSIA,support_total_RUSSIA,support_success_TURKEY,support_total_TURKEY
run_multi_block4_shift3_seed4003_v3,4003,4,3,multi,AUSTRIA,consistent,dipnet,stop_after_W1913A,W1913A,59,consistent,searchbot,dipnet,dipnet,cicero_nopress,consistent,cicero_nopress,3,0,15,0,0,8,8,0.024862,0.000000,0.621547,0.000000,0.000000,0.176796,0.176796,1,2,0,0,1,1,0,0,4,5,1,0,0,5,1,0,0,0,1,0,0,0,0,0,0,1,0,0,36,120,11,19,61,75,17,29,10,10,33,76,39,49
run_multi_block4_shift2_seed4002_v3,4002,4,2,multi,AUSTRIA,consistent,dipnet,solo_18sc_ENGLAND,F1913R,54,dipnet,consistent,cicero_nopress,cicero_nopress,searchbot,dipnet,searchbot,0,19,0,0,0,0,15,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,2,1,0,0,1,0,0,2,1,0,0,16,33,82,111,16,23,8,15,32,52,16,33,52,74
run_multi_block3_shift3_seed3003_v3,3003,3,3,multi,AUSTRIA,consistent,dipnet,max_phases,F1913R,60,dipnet,cicero_nopress,consistent,cicero_nopress,searchbot,searchbot,consistent,8,7,0,6,5,0,8,0.268908,0.205882,0.000000,0.151261,0.105042,0.000000,0.268908,0,3,2,0,0,1,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,40,77,30,42,11,12,22,26,24,35,30,53,43,55










run_multi_block5_shift3_seed5003_v3,5003,5,3,multi,AUSTRIA,consistent,dipnet,solo_18sc_TURKEY,F1911R,49,searchbot,cicero_nopress,dipnet,consistent,dipnet,consistent,cicero_nopress,0,15,0,0,0,1,18,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,1,0,2,4,46,58,8,33,13,34,17,24,37,41,49,53
run_multi_block5_shift2_seed5002_v3,5002,5,2,multi,AUSTRIA,consistent,dipnet,stop_after_W1913A,W1913A,59,cicero_nopress,consistent,searchbot,dipnet,searchbot,dipnet,consistent,0,6,11,0,0,0,17,0.000000,0.080717,0.271300,0.000000,0.000000,0.000000,0.647982,0,3,0,0,0,1,0,0,2,3,5,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,18,49,42,66,56,90,11,21,3,6,9,22,48,80
run_multi_block5_shift0_seed5000_v3,5000,5,0,multi,AUSTRIA,consistent,dipnet,solo_18sc_GERMANY,F1910R,43,dipnet,searchbot,consistent,cicero_nopress,consistent,cicero_nopress,searchbot,5,0,1,19,6,3,0,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0,2,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,16,40,5,7,12,14,50,60,16,20,30,37,9,23
run_multi_block5_shift1_seed5001_v3,5001,5,1,multi,AUSTRIA,consistent,dipnet,max_phases,F1913R,60,consistent,dipnet,cicero_nopress,searchbot,cicero_nopress,searchbot,dipnet,0,0,11,0,12,11,0,0.000000,0.000000,0.313472,0.000000,0.373057,0.313472,0.000000,0,0,0,0,0,1,0,0,0,5,1,0,0,5,0,0,2,4,0,0,2,2,0,0,0,3,0,0,20,29,7,11,68,81,37,64,74,85,43,65,2,14
run_multi_block6_shift3_seed6003_v3,6003,6,3,multi,AUSTRIA,consistent,dipnet,solo_18sc_ITALY,F1911R,48,dipnet,consistent,dipnet,cicero_nopress,searchbot,consistent,searchbot,0,7,3,4,19,1,0,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,3,0,0,0,0,0,0,3,4,0,1,12,19,28,50,30,65,25,40,57,61,8,14,8,12
run_multi_block6_shift1_seed6001_v3,6001,6,1,multi,AUSTRIA,consistent,dipnet,stop_after_W1913A,W1913A,60,consistent,dipnet,consistent,searchbot,cicero_nopress,dipnet,cicero_nopress,6,0,0,17,11,0,0,0.080717,0.000000,0.000000,0.647982,0.271300,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,35,69,8,8,37,70,73,90,26,51,21,36,22,37
run_multi_block6_shift0_seed6000_v3,6000,6,0,multi,AUSTRIA,consistent,dipnet,solo_18sc_FRANCE,F1911R,49,cicero_nopress,searchbot,cicero_nopress,consistent,dipnet,searchbot,dipnet,3,2,19,0,0,0,10,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0,2,1,0,0,5,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,2,1,0,2,0,0,0,21,46,29,48,57,67,25,47,5,6,9,26,24,63
run_multi_block7_shift1_seed7001_v3,7001,7,1,multi,AUSTRIA,consistent,dipnet,solo_18sc_FRANCE,F1910R,45,consistent,dipnet,cicero_nopress,consistent,searchbot,dipnet,cicero_nopress,0,0,18,0,16,0,0,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,8,12,16,21,39,93,10,20,55,80,9,13,7,21
run_multi_block7_shift0_seed7000_v3,7000,7,0,multi,AUSTRIA,consistent,dipnet,solo_18sc_AUSTRIA,F1909R,38,cicero_nopress,consistent,searchbot,cicero_nopress,dipnet,consistent,searchbot,18,0,7,8,0,1,0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,2,1,0,0,0,0,0,2,3,0,0,0,2,0,0,1,1,0,1,0,0,0,0,1,1,0,0,55,58,6,14,21,39,45,57,7,13,8,13,2,7
run_multi_block6_shift2_seed6002_v3,6002,6,2,multi,AUSTRIA,consistent,dipnet,stop_after_W1913A,W1913A,60,searchbot,cicero_nopress,searchbot,dipnet,consistent,cicero_nopress,consistent,0,13,2,7,9,1,2,0.000000,0.548701,0.012987,0.159091,0.262987,0.003247,0.012987,0,0,0,0,0,0,0,0,0,2,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,31,34,21,31,30,41,62,83,9,27,38,55
run_multi_block7_shift2_seed7002_v3,7002,7,2,multi,AUSTRIA,consistent,dipnet,solo_18sc_ITALY,F1912R,55,dipnet,searchbot,consistent,dipnet,cicero_nopress,searchbot,consistent,0,0,16,0,18,0,0,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0,0,0,0,1,2,1,1,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,12,18,19,19,22,48,25,47,54,68,30,56,19,30
run_multi_block8_shift0_seed8000_v3,8000,8,0,multi,AUSTRIA,consistent,dipnet,stop_after_W1913A,W1913A,59,consistent,searchbot,dipnet,searchbot,cicero_nopress,consistent,dipnet,13,0,12,9,0,0,0,0.428934,0.000000,0.365482,0.205584,0.000000,0.000000,0.000000,0,1,1,0,2,3,0,0,5,10,0,0,5,8,1,0,0,0,1,0,0,0,0,0,0,1,0,0,58,84,11,18,72,127,40,105,11,11,14,14,8,17
run_multi_block9_shift0_seed9000_v3,9000,9,0,multi,AUSTRIA,consistent,dipnet,solo_18sc_AUSTRIA,F1909R,42,searchbot,cicero_nopress,dipnet,consistent,dipnet,consistent,cicero_nopress,19,3,7,5,0,0,0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,0,0,41,61,18,20,32,34,27,39,13,21,6,12,4,12
run_multi_block7_shift3_seed7003_v3,7003,7,3,multi,AUSTRIA,consistent,dipnet,stop_after_W1913A,W1913A,58,searchbot,cicero_nopress,dipnet,searchbot,consistent,cicero_nopress,dipnet,0,16,0,0,11,7,0,0.000000,0.600939,0.000000,0.000000,0.284038,0.115023,0.000000,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,2,1,0,0,1,2,0,1,1,52,68,27,44,11,23,55,82,56,86,16,49
run_multi_block8_shift3_seed8003_v3,8003,8,3,multi,AUSTRIA,consistent,dipnet,solo_18sc_TURKEY,F1913R,58,cicero_nopress,dipnet,consistent,dipnet,searchbot,cicero_nopress,consistent,0,0,5,8,0,2,19,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,16,35,7,7,34,37,57,91,6,9,18,43,69,82
run_multi_block8_shift1_seed8001_v3,8001,8,1,multi,AUSTRIA,consistent,dipnet,solo_18sc_GERMANY,F1913R,55,dipnet,cicero_nopress,searchbot,cicero_nopress,consistent,dipnet,searchbot,0,0,0,18,14,2,0,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0,2,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,2,0,0,0,0,0,0,0,4,0,0,9,29,8,8,17,32,77,105,41,132,10,63,1,24
run_multi_block9_shift1_seed9001_v3,9001,9,1,multi,AUSTRIA,consistent,dipnet,solo_18sc_GERMANY,F1912R,53,consistent,dipnet,searchbot,cicero_nopress,searchbot,cicero_nopress,dipnet,0,0,1,18,14,1,0,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0,0,0,0,0,4,2,0,0,1,0,0,0,4,0,0,2,0,0,0,1,4,0,0,0,3,2,0,7,15,14,19,16,18,47,67,57,81,20,35,6,27
run_multi_block9_shift2_seed9002_v3,9002,9,2,multi,AUSTRIA,consistent,dipnet,solo_18sc_ITALY,F1913M,58,cicero_nopress,searchbot,consistent,dipnet,consistent,dipnet,searchbot,0,12,4,0,18,0,0,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0,1,0,0,6,4,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,22,37,46,77,70,103,16,29,49,71,10,18,24,45
run_multi_block8_shift2_seed8002_v3,8002,8,2,multi,AUSTRIA,consistent,dipnet,stop_after_W1913A,W1913A,60,searchbot,consistent,cicero_nopress,consistent,dipnet,searchbot,cicero_nopress,0,0,11,10,0,2,11,0.000000,0.000000,0.349711,0.289017,0.000000,0.011561,0.349711,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,1,0,1,3,1,0,0,0,0,0,10,15,20,29,51,84,48,66,6,11,25,39,54,66
run_multi_block9_shift3_seed9003_v3,9003,9,3,multi,AUSTRIA,consistent,dipnet,solo_18sc_ITALY,F1910R,45,dipnet,consistent,cicero_nopress,searchbot,cicero_nopress,searchbot,consistent,0,0,4,11,18,1,0,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,2,0,2,3,0,0,0,0,2,0,2,2,1,0,0,0,0,0,20,31,10,18,29,40,47,68,41,51,13,20,14,25
