game_id,seed,block_seed,shift,setup,my_power,my_agent,opp_agent,end_reason,final_phase,num_phases,agent_AUSTRIA,agent_ENGLAND,agent_FRANCE,agent_GERMANY,agent_ITALY,agent_RUSSIA,agent_TURKEY,sc_AUSTRIA,sc_ENGLAND,sc_FRANCE,sc_GERMANY,sc_ITALY,sc_RUSSIA,sc_TURKEY,sos_AUSTRIA,sos_ENGLAND,sos_FRANCE,sos_GERMANY,sos_ITALY,sos_RUSSIA,sos_TURKEY,c1_AUSTRIA,c2_AUSTRIA,c3_AUSTRIA,c4_AUSTRIA,c1_ENGLAND,c2_ENGLAND,c3_ENGLAND,c4_ENGLAND,c1_FRANCE,c2_FRANCE,c3_FRANCE,c4_FRANCE,c1_GERMANY,c2_GERMANY,c3_GERMANY,c4_GERMANY,c1_ITALY,c2_ITALY,c3_ITALY,c4_ITALY,c1_RUSSIA,c2_RUSSIA,c3_RUSSIA,c4_RUSSIA,c1_TURKEY,c2_TURKEY,c3_TURKEY,c4_TURKEY,support_success_AUSTRIA,support_total_AUSTRIA,support_success_ENGLAND,support_total_ENGLAND,support_success_FRANCE,support_total_FRANCE,support_success_GERMANY,support_total_GERMANY,support_success_ITALY,support_total_ITALY,support_success_RUSSIA,support_total_RUSSIA,support_success_TURKEY,support_total_TURKEY
run_multi_block0_shift0_seed0_v2,0,0,0,multi,AUSTRIA,consistent,dipnet,solo_18sc_RUSSIA,F1911R,48,dipnet,cicero_nopress,cicero_nopress,dipnet,consistent,searchbot,consistent,0,2,8,1,4,19,0,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0,0,0,1,0,5,0,0,0,2,1,0,1,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,13,24,12,25,26,30,27,58,30,58,54,74,14,18
run_multi_block0_shift2_seed2_v2,2,0,2,multi,AUSTRIA,consistent,dipnet,solo_18sc_GERMANY,F1911R,48,cicero_nopress,dipnet,dipnet,cicero_nopress,searchbot,consistent,searchbot,0,0,3,18,3,0,10,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0,0,0,0,0,1,0,0,1,1,0,0,0,4,0,0,0,5,0,0,0,0,0,0,1,1,1,0,6,15,5,11,13,45,53,76,26,41,12,19,37,76
run_multi_block0_shift1_seed1_v2,1,0,1,multi,AUSTRIA,consistent,dipnet,stop_after_W1913A,W1913A,59,consistent,searchbot,searchbot,consistent,cicero_nopress,dipnet,cicero_nopress,0,0,1,17,6,0,10,0.000000,0.000000,0.002347,0.678404,0.084507,0.000000,0.234742,0,0,0,0,1,1,1,0,1,2,5,0,0,0,0,0,0,3,1,0,0,0,0,0,3,4,0,0,12,22,8,14,30,43,80,90,49,101,5,31,29,49
run_multi_block0_shift3_seed3_v2,3,0,3,multi,AUSTRIA,consistent,dipnet,solo_18sc_RUSSIA,F1913R,55,searchbot,consistent,consistent,searchbot,dipnet,cicero_nopress,dipnet,0,0,9,4,2,19,0,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0,2,0,0,0,0,0,0,0,0,0,0,3,0,1,0,4,1,0,0,0,4,1,0,0,4,0,0,0,3,6,7,17,143,24,93,41,69,65,145,22,47
run_multi_block1_shift1_seed1001_v2,1001,1,1,multi,AUSTRIA,consistent,dipnet,solo_18sc_RUSSIA,F1910R,45,dipnet,cicero_nopress,cicero_nopress,consistent,searchbot,consistent,dipnet,0,0,0,4,8,19,3,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,39,8,16,13,17,33,36,20,35,47,77,26,42
run_multi_block1_shift0_seed1000_v2,1000,1,0,multi,AUSTRIA,consistent,dipnet,stop_after_W1913A,W1913A,57,consistent,dipnet,dipnet,searchbot,cicero_nopress,searchbot,consistent,0,0,5,13,9,2,5,0.000000,0.000000,0.082237,0.555921,0.266447,0.013158,0.082237,0,0,0,0,1,2,0,0,3,7,0,0,8,9,0,0,0,2,1,0,0,1,0,0,0,1,0,0,17,28,12,15,42,104,35,70,32,52,41,57,32,51
run_multi_block2_shift1_seed2001_v2,2001,2,1,multi,AUSTRIA,consistent,dipnet,max_phases,S1914M,60,searchbot,searchbot,consistent,consistent,cicero_nopress,dipnet,dipnet,0,0,11,6,17,0,0,0.000000,0.000000,0.271300,0.080717,0.647982,0.000000,0.000000,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1,1,0,6,11,6,11,46,131,27,97,93,105,22,52,17,34
run_multi_block2_shift0_seed2000_v2,2000,2,0,multi,AUSTRIA,consistent,dipnet,solo_18sc_ITALY,F1909R,41,dipnet,dipnet,searchbot,searchbot,consistent,cicero_nopress,cicero_nopress,0,0,8,5,21,0,0,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1,3,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,1,0,0,0,1,1,0,0,0,1,0,6,12,6,6,37,51,28,51,49,74,24,42,5,7
run_multi_block1_shift2_seed1002_v2,1002,1,2,multi,AUSTRIA,consistent,dipnet,solo_18sc_ITALY,F1911M,48,cicero_nopress,searchbot,searchbot,dipnet,consistent,dipnet,cicero_nopress,0,12,3,0,19,0,0,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0,0,0,0,2,2,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,17,30,36,40,25,54,16,31,52,62,6,21,8,16
run_multi_block1_shift3_seed1003_v2,1003,1,3,multi,AUSTRIA,consistent,dipnet,max_phases,F1913R,60,searchbot,consistent,consistent,cicero_nopress,dipnet,cicero_nopress,searchbot,0,0,14,3,1,16,0,0.000000,0.000000,0.424242,0.019481,0.002165,0.554113,0.000000,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,1,1,3,0,0,1,1,0,0,0,2,1,0,7,19,15,17,54,79,38,74,28,53,75,133,15,21
