side,agent_name,scope,power,n_samples,mean_sos,win_rate,most_sc_rate,survived_rate,defeated_rate,win_count,most_sc_count,survived_count,defeated_count,c1_total,c2_total,c3_total,c4_total,c1_avg_per_sample,c2_avg_per_sample,c3_avg_per_sample,c4_avg_per_sample,support_success_total,support_total_total,support_success_ratio
self,consistent,per_power,AUSTRIA,5,0.002010,0.000000,0.000000,0.200000,0.800000,0,0,1,4,0,1,0,0,0.000000,0.200000,0.000000,0.000000,56,79,0.708861
self,consistent,per_power,ENGLAND,5,0.000000,0.000000,0.000000,0.000000,1.000000,0,0,0,5,0,0,0,0,0.000000,0.000000,0.000000,0.000000,36,89,0.404494
self,consistent,per_power,FRANCE,5,0.756343,0.600000,0.200000,0.200000,0.000000,3,1,1,0,0,8,1,0,0.000000,1.600000,0.200000,0.000000,170,295,0.576271
self,consistent,per_power,GERMANY,5,0.320188,0.200000,0.200000,0.000000,0.600000,1,1,0,3,0,2,0,0,0.000000,0.400000,0.000000,0.000000,219,316,0.693038
self,consistent,per_power,ITALY,5,0.026906,0.000000,0.000000,0.600000,0.400000,0,0,3,2,5,9,0,1,1.000000,1.800000,0.000000,0.200000,132,227,0.581498
self,consistent,per_power,RUSSIA,5,0.406612,0.000000,0.400000,0.600000,0.000000,0,2,3,0,0,3,0,0,0.000000,0.600000,0.000000,0.000000,244,571,0.427320
self,consistent,per_power,TURKEY,5,0.280576,0.200000,0.000000,0.400000,0.400000,1,0,2,2,0,5,3,0,0.000000,1.000000,0.600000,0.000000,166,301,0.551495
opponent,searchbot,per_power,AUSTRIA,30,0.028896,0.000000,0.033333,0.100000,0.866667,0,1,3,26,24,66,5,3,0.800000,2.200000,0.166667,0.100000,448,851,0.526439
opponent,searchbot,per_power,ENGLAND,30,0.034470,0.033333,0.000000,0.033333,0.933333,1,0,1,28,9,38,8,4,0.300000,1.266667,0.266667,0.133333,309,540,0.572222
opponent,searchbot,per_power,FRANCE,30,0.388458,0.200000,0.266667,0.200000,0.333333,6,8,6,10,30,73,16,2,1.000000,2.433333,0.533333,0.066667,1242,2002,0.620380
opponent,searchbot,per_power,GERMANY,30,0.103369,0.000000,0.100000,0.300000,0.600000,0,3,9,18,27,105,22,6,0.900000,3.500000,0.733333,0.200000,855,1614,0.529740
opponent,searchbot,per_power,ITALY,30,0.153433,0.100000,0.033333,0.400000,0.466667,3,1,12,14,35,79,18,6,1.166667,2.633333,0.600000,0.200000,929,1595,0.582445
opponent,searchbot,per_power,RUSSIA,30,0.037220,0.000000,0.033333,0.266667,0.700000,0,1,8,21,23,74,8,3,0.766667,2.466667,0.266667,0.100000,868,1738,0.499425
opponent,searchbot,per_power,TURKEY,30,0.122050,0.033333,0.066667,0.333333,0.566667,1,2,10,17,18,50,26,3,0.600000,1.666667,0.866667,0.100000,801,1376,0.582122
self,consistent,overall,OVERALL,35,0.256091,0.142857,0.114286,0.285714,0.457143,5,4,10,16,5,28,4,1,0.142857,0.800000,0.114286,0.028571,1023,1878,0.544728
opponent,searchbot,overall,OVERALL,210,0.123985,0.052381,0.076190,0.233333,0.638095,11,16,49,134,166,485,103,27,0.790476,2.309524,0.490476,0.128571,5452,9716,0.561136
